root,multiAccept,sendfile,compression,noCompression,serverCache,keepalive,basicAuth,tls,ecdsaCertificate,aesTls,tlsMoreBits,tcpNoDelay,tcpNoPush,compressionLevel,performance
1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,4.348
1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,4.2326
1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.1444
1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,4.1186
1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,4.211
1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,4.052
1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,4.0662
1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,3.9936
1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,3.9918
1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,4.022
1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,4.1264
1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,4.3144
1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,4.201
1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,4.2622
1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,4.2382
1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,4.2062
1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,4.3576
1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,4.155
1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,4.2156
1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,370.2894
1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,368.6264
1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,367.828
1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,366.1296
1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,368.76
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,368.3892
1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,369.534
1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,367.9718
1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,368.0764
1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,368.7842
1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,368.9748
1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,368.9044
1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,371.1074
1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,369.3028
1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,368.087
1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,369.088
1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,369.2386
1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,369.3844
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,370.1978
1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,368.7124
1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,369.981
1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,369.0194
1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,369.833
1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,371.2512
1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,368.9398
1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,368.298
1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,368.2762
1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,368.4488
1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,369.9754
1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,369.4468
1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,368.6452
1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,368.479
1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,369.3178
1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,368.9998
1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,369.8698
1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,368.6432
1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,368.693
1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,368.1596
1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,368.558
1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,368.4764
1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,368.8682
1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,368.9134
1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,367.8438
1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,368.8958
1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,370.1806
1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,369.6388
1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,369.9064
1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,369.1872
1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,367.0826
1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,368.9672
1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,370.9194
1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,368.0964
1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,368.319
1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,368.6346
1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,369.5686
1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,369.1952
1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,369.6302
1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,371.1308
1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,369.2708
1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,370.6456
1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,368.7342
1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,370.001
1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,368.8418
1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,369.7616
1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,369.1996
1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,367.8244
1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,368.913
1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,369.8
1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,369.3856
1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,369.549
1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,369.8172
1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,368.9038
1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,363.5064
1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,363.284
1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,362.8886
1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,362.7084
1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,363.1836
1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,362.489
1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,363.8398
1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,361.6852
1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,362.1046
1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,361.9716
1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,360.5514
1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,362.2534
1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,361.15
1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,362.6512
1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,361.9392
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,363.4978
1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,362.2496
1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,361.679
1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,362.9114
1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,360.4714
1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,363.1934
1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,363.2264
1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,364.8494
1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,362.3262
1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,360.4142
1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,358.986
1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,357.9236
1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,359.685
1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,358.5558
1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,359.0086
1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,358.1606
1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,361.1272
1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,360.6554
1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,358.9286
1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,359.8606
1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,360.4686
1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,358.7658
1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,359.6736
1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,359.0552
1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,357.9524
1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,358.8132
1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,357.7182
1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,361.128
1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,359.6146
1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,358.7186
1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,359.0856
1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,358.8718
1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,360.1094
1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,360.2648
1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,361.0428
1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,358.934
1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,360.6344
1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,359.0374
1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,358.6538
1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,360.564
1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,359.441
1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,360.2104
1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,357.3612
1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,360.8978
1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,358.7356
1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,359.233
1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,360.0134
1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,358.5144
1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,359.2174
1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,359.9378
1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,358.6886
1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,360.5606
1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,360.2658
1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,358.5184
1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,360.1864
1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,359.9792
1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,360.297
1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,359.7154
1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,358.7422
1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,360.0424
1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,359.6504
1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,359.152
1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,357.8306
1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,359.0822
1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,358.6994
1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,358.114
1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,358.0962
1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,359.52
1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,359.1306
1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,360.292
1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,366.7224
1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,366.1388
1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,367.4484
1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,367.5214
1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,368.0844
1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,367.5902
1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,367.0322
1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,366.0458
1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,365.3568
1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,367.8894
1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,366.5556
1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,367.1494
1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,366.8776
1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,366.0072
1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,366.7204
1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,367.0464
1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,368.0082
1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,367.4498
1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,368.2092
1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,366.701
1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,366.73
1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,367.6272
1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,367.4686
1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,366.624
1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,368.08
1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,367.2208
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,366.3976
1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,367.9042
1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,367.586
1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,366.182
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,366.0418
1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,366.7102
1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,366.8966
1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,366.529
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,366.5634
1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,366.8084
1,0,0,1,0,0,0,0,1,1,0,0,0,0,5,367.261
1,0,0,1,0,0,0,0,1,1,0,0,0,0,9,368.0582
1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,366.1706
1,0,0,1,0,0,0,0,1,1,0,0,0,1,5,367.4462
1,0,0,1,0,0,0,0,1,1,0,0,0,1,9,367.922
1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,366.3426
1,0,0,1,0,0,0,0,1,1,0,0,1,0,5,370.082
1,0,0,1,0,0,0,0,1,1,0,0,1,0,9,368.0022
1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,366.8386
1,0,0,1,0,0,0,0,1,1,0,0,1,1,5,367.48
1,0,0,1,0,0,0,0,1,1,0,0,1,1,9,368.1642
1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,369.7522
1,0,0,1,0,1,0,0,1,1,0,0,0,0,5,368.4058
1,0,0,1,0,1,0,0,1,1,0,0,0,0,9,368.4316
1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,367.355
1,0,0,1,0,1,0,0,1,1,0,0,0,1,5,367.8158
1,0,0,1,0,1,0,0,1,1,0,0,0,1,9,367.7516
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,368.2712
1,0,0,1,0,1,0,0,1,1,0,0,1,0,5,368.1756
1,0,0,1,0,1,0,0,1,1,0,0,1,0,9,367.4022
1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,368.6788
1,0,0,1,0,1,0,0,1,1,0,0,1,1,5,368.0658
1,0,0,1,0,1,0,0,1,1,0,0,1,1,9,365.6634
1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,368.1846
1,0,1,1,0,0,0,0,1,1,0,0,0,0,5,369.5576
1,0,1,1,0,0,0,0,1,1,0,0,0,0,9,367.9722
1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,367.7842
1,0,1,1,0,0,0,0,1,1,0,0,0,1,5,367.3048
1,0,1,1,0,0,0,0,1,1,0,0,0,1,9,367.4702
1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,367.4446
1,0,1,1,0,0,0,0,1,1,0,0,1,0,5,366.5408
1,0,1,1,0,0,0,0,1,1,0,0,1,0,9,368.1142
1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,368.319
1,0,1,1,0,0,0,0,1,1,0,0,1,1,5,367.5244
1,0,1,1,0,0,0,0,1,1,0,0,1,1,9,367.2342
1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,369.185
1,0,1,1,0,1,0,0,1,1,0,0,0,0,5,366.6566
1,0,1,1,0,1,0,0,1,1,0,0,0,0,9,366.2898
1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,367.139
1,0,1,1,0,1,0,0,1,1,0,0,0,1,5,368.335
1,0,1,1,0,1,0,0,1,1,0,0,0,1,9,366.7594
1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,368.4996
1,0,1,1,0,1,0,0,1,1,0,0,1,0,5,366.8546
1,0,1,1,0,1,0,0,1,1,0,0,1,0,9,368.67
1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,367.5392
1,0,1,1,0,1,0,0,1,1,0,0,1,1,5,367.1646
1,0,1,1,0,1,0,0,1,1,0,0,1,1,9,366.5922
1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,366.1416
1,1,0,1,0,0,0,0,1,1,0,0,0,0,5,367.9248
1,1,0,1,0,0,0,0,1,1,0,0,0,0,9,368.7916
1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,368.8258
1,1,0,1,0,0,0,0,1,1,0,0,0,1,5,368.9078
1,1,0,1,0,0,0,0,1,1,0,0,0,1,9,366.5242
1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,366.149
1,1,0,1,0,0,0,0,1,1,0,0,1,0,5,366.2422
1,1,0,1,0,0,0,0,1,1,0,0,1,0,9,367.4496
1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,367.4604
1,1,0,1,0,0,0,0,1,1,0,0,1,1,5,367.6934
1,1,0,1,0,0,0,0,1,1,0,0,1,1,9,368.2038
1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,368.7262
