,t=1,t=2,t=3,t=4,t=5,t=6,t=7
0,63.55022621154785,52.323368310928345,49.76240587234497,51.474794149398804,47.16366767883301,46.027369022369385,45.68865084648132
1,63.61538004875183,57.75855779647827,51.54245638847351,47.10462999343872,47.55103874206543,49.90760540962219,46.16983914375305
2,64.95035815238953,54.20547866821289,50.706650733947754,49.7474045753479,49.523157358169556,48.90400505065918,47.44908785820007
3,61.30013108253479,50.92505192756653,47.83163619041443,50.25905442237854,45.11483955383301,46.03434681892395,46.03393006324768
4,61.27059197425842,51.69182229042053,47.72722053527832,48.03021192550659,45.871514320373535,45.9258189201355,44.36314034461975
5,63.29313826560974,52.89510202407837,50.846522092819214,48.836893796920776,48.662455320358276,47.059786796569824,47.35663819313049
6,63.74414873123169,53.38473916053772,49.33912920951843,47.37785816192627,46.49591088294983,48.826663970947266,45.9998996257782
7,63.151423931121826,52.8176474571228,49.82114863395691,47.28100538253784,44.839874029159546,43.65193748474121,46.80007481575012
8,62.130266189575195,52.948399782180786,48.64935064315796,47.137394189834595,48.84565806388855,47.339661836624146,45.87344264984131
9,65.35651469230652,52.13436031341553,48.75357675552368,48.402405738830566,48.24957036972046,46.78992438316345,45.349138259887695
10,63.52531385421753,53.457512617111206,49.666810274124146,48.98683023452759,46.7610297203064,48.30517864227295,47.68329119682312
11,65.28384709358215,54.17318677902222,50.17328238487244,47.327497243881226,46.61610460281372,46.562490701675415,44.927671909332275
12,65.86960577964783,53.87582015991211,50.46542549133301,47.488850593566895,46.604241132736206,46.7768771648407,45.2619948387146
13,59.11573553085327,50.1384756565094,46.55732703208923,44.70517158508301,45.0230667591095,44.62503123283386,43.16648983955383
14,61.31849193572998,53.852160930633545,47.485649824142456,48.34831380844116,47.0429847240448,44.36078977584839,46.05691385269165
15,64.95966219902039,53.91959357261658,48.911855697631836,47.048983097076416,47.409109592437744,48.40863871574402,46.76927351951599
16,69.19293212890625,56.070656061172485,52.06609630584717,49.40118718147278,51.86496925354004,47.82137060165405,48.96667790412903
17,59.94309663772583,50.9587926864624,49.057984828948975,46.74684500694275,47.73392605781555,46.9494731426239,46.192951679229736
18,64.41222262382507,56.25541043281555,51.17459988594055,48.613187313079834,48.133267402648926,47.56211185455322,45.863606691360474
19,59.58055305480957,54.7255175113678,50.535151958465576,48.849066734313965,46.55097222328186,45.489805698394775,46.6177237033844
20,62.69704055786133,52.931403160095215,49.80398607254028,47.68708634376526,47.46250534057617,45.96501541137695,46.461358070373535
21,63.572779178619385,52.83816623687744,50.31677174568176,47.899250507354736,47.355860233306885,46.722484827041626,46.35965299606323
22,61.004539251327515,50.37645673751831,47.194085359573364,47.16307759284973,45.84308886528015,45.452643156051636,44.642940044403076
23,63.136056423187256,52.16794419288635,48.135363817214966,48.450419187545776,48.29182744026184,45.856873512268066,48.41085767745972
24,62.28876233100891,52.14323425292969,48.85792136192322,48.24908375740051,46.46518659591675,45.39503455162048,48.52603220939636
25,63.660025119781494,55.808846950531006,54.28991746902466,49.214813470840454,47.60856819152832,50.10424280166626,48.097527265548706
26,67.87867712974548,55.58676528930664,53.02091932296753,49.21675634384155,47.09693908691406,49.80497932434082,47.4279944896698
27,65.18066096305847,54.470794916152954,48.52247643470764,49.026636838912964,47.94111442565918,47.09201407432556,45.494550704956055
28,63.58802795410156,56.944382667541504,47.49425196647644,48.52851700782776,49.32429003715515,46.57253646850586,47.10590696334839
29,61.927947998046875,52.35697388648987,47.490845918655396,47.084245681762695,48.10364651679993,45.25829339027405,44.55470323562622
